ID,Title,Category,Muscle_Group,Muscles,Equipment,Difficulty,GIF_URL,use_time,Description
450,Cable Rope High Pulley Overhead Tricep Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/17241301-Cable-Rope-High-Pulley-Overhead-Tricep-Extension_Upper-Arms_720.gif,False,Stand facing away from a cable machine with a rope
451,Cable Rope Lying On Floor Tricep Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/17261301-Cable-Rope-Lying-on-Floor-Tricep-Extension_Upper-Arms_720.gif,False,Lie on the floor facing a cable machine
452,Cable Kneeling Triceps Extension Version 2 Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/18591301-Cable-Kneeling-Triceps-Extension-VERSION-2_Upper-Arms_720.gif,False,Kneel facing away from a cable machine
453,Cable Standing Reverse Grip One Arm Overhead Tricep Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/17271301-Cable-Standing-Reverse-Grip-One-Arm-Overhead-Tricep-Extension_Upper-Arms_720.gif,False,Stand facing away from a cable machine
454,Cable One Arm High Pulley Overhead Tricep Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/33531301-Cable-One-Arm-High-Pulley-Overhead-Tricep-Extension_Upper-Arms_720.gif,False,Stand facing away from a cable machine
455,Cable Standing High Cross Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,3/3,https://fitcron.com/wp-content/uploads/2021/04/37191301-Cable-Standing-High-Cross-Triceps-Extension_Upper-Arms_720.gif,False,Stand at a cable machine with high cross attachments
456,Cable Hammer Curl With Rope M,Strength,Arms,"Biceps, Forearms",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/01651301-Cable-Hammer-Curl-with-rope-m_Forearms_720.gif,False,Stand at a cable machine with a rope
457,Cable Lying Close Rip Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01821301-Cable-Lying-Close-rip-Curl_Upper-Arms_720.gif,False,Lie on a bench facing a cable machine
458,Cable One Arm Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/01901301-Cable-One-Arm-Curl_Upper-Arms_720.gif,False,Stand at a cable machine with a low attachment
459,Cable Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01951301-Cable-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench with a cable
460,Cable Reverse Preacher Curl,Strength,Arms,"Biceps, Forearms","Scott Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/02091301-Cable-Reverse-Preacher-Curl_Forearm_720.gif,False,Sit at a preacher bench with a cable
461,Cable Standing Pulldown With Rope,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02321301-Cable-Standing-Pulldown-with-rope_Forearms_720.gif,False,Stand at a cable machine with a rope
462,Cable Curl M Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/08681301-Cable-Curl-m_Upper-Arms_720.gif,False,Stand at a cable machine with a low attachment
463,Cable Standing Inner Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02291301-Cable-Standing-Inner-Curl_Upper-Arms_720.gif,False,Stand at a cable machine with a low attachment
464,Cable One Arm Inner Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/12031301-Cable-one-arm-inner-biceps-curl_upper-arms_720.gif,False,Stand sideways to a cable machine
465,Cable Reverse One Arm Curl,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/14131301-Cable-Reverse-One-Arm-Curl_Forearms_720.gif,False,Stand at a cable machine with a low attachment
466,Cable Reverse Grip Biceps Curl Sz Bar Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16081301-Cable-Reverse-Grip-Biceps-Curl-SZ-bar_Upper-arms_720.gif,False,Stand at a cable machine with an SZ bar
467,Cable Biceps Curl Sz Bar Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/16071301-Cable-Biceps-Curl-SZ-bar_Upper-arms_720.gif,False,Stand at a cable machine with an SZ bar
468,Cable Seated One Arm Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16421301-Cable-Seated-One-Arm-Concentration-Curl_Upper-Arms_720.gif,False,Sit at a cable machine
469,Cable Rope Hammer Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/16391301-Cable-Rope-Hammer-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench with a cable rope
470,Cable Rope One Arm Hammer Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/16401301-Cable-Rope-One-Arm-Hammer-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench with a cable rope
471,Cable Pulldown Bicep Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16381301-Cable-Pulldown-Bicep-Curl_Upper-Arms_720.gif,False,Sit at a cable pulldown machine
472,Cable Lying Bicep Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/16341301-Cable-Lying-Bicep-Curl_Upper-Arms_720.gif,False,Lie on a bench facing a cable machine
473,Cable One Arm Reverse Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/16351301-Cable-One-Arm-Reverse-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench with a cable
474,Cable One Arm Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/16331301-Cable-One-Arm-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench with a cable
475,Cable Drag Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16321301-Cable-Drag-Curl_Upper-Arms_720.gif,False,Stand at a cable machine with a low attachment
476,Cable Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16311301-Cable-Concentration-Curl_Upper-Arms_720.gif,False,Sit at a cable machine
477,Cable Close Grip Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/16301301-Cable-Close-Grip-Curl_Upper-Arms_720.gif,False,Stand at a cable machine with a close-grip handle
478,Cable Two Arm Curl On Incline Bench Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Cable",3/3,https://fitcron.com/wp-content/uploads/2021/04/16451301-Cable-Two-Arm-Curl-on-Incline-Bench_Upper-Arms_720.gif,False,Lie on an incline bench facing a cable machine
479,Cable Squatting Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16441301-Cable-Squatting-Curl_Upper-Arms_720.gif,False,Squat at a cable machine with a low attachment
480,Cable Curl With Multipurpose V Bar,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/18611301-Cable-Curl-with-Multipurpose-V-bar_Forearms_720.gif,False,Stand at a cable machine with a V-bar
481,Cable Lying Biceps Curl Version 2 Upper Arms,Strength,Arms,"Biceps, Forearms","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/23961301-Cable-Lying-Biceps-Curl-VERSION-2_Upper-Arms_720.gif,False,Lie on a bench facing a cable machine
482,Cable One Arm Biceps Curl Version 2 Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/26561301-Cable-One-Arm-Biceps-Curl-VERSION-2_Upper-Arms_720.gif,False,Stand at a cable machine with a low attachment
483,Cable Seated Floor One Arm Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/39251301-Cable-Seated-Floor-One-Arm-Concentration-Curl_Upper-Arms_720.gif,False,Sit on the floor at a cable machine
484,Brachialis Narrow Pull Ups Upper Arms,Strength,Arms,"Biceps, Forearms",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/01391301-Brachialis-Narrow-Pull-ups_Upper-Arms_720.gif,False,Hang from a pull-up bar with a narrow neutral grip
485,Lever Alternate Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/10321301-Lever-Alternate-Biceps-Curl_Upper-Arms_720.gif,False,Sit in a lever curl machine
486,Lever Bicep Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/05751301-Lever-Bicep-Curl_Upper-Arms_720.gif,False,Sit in a lever curl machine
487,Lever Reverse Grip Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/16161301-Lever-Reverse-Grip-Preacher-Curl_Upper-Arms_720.gif,False,Sit in a lever preacher curl machine with an underhand grip
488,Lever Hammer Grip Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/16151301-Lever-Hammer-Grip-Preacher-Curl_Upper-Arms_720.gif,False,Sit in a lever preacher curl machine with a neutral grip
489,Lever Preacher Curl Version 2 Upper Arms,Strength,Arms,"Biceps, Forearms",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/16141301-Lever-Preacher-Curl-version-2_Upper-Arms_720.gif,False,Sit in a lever preacher curl machine
490,Dumbbell Alternate Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/02851301-Dumbbell-Alternate-Biceps-Curl_Upper-Arms_720.gif,False,Stand holding dumbbells
491,Dumbbell Cross Body Hammer Curl,Strength,Arms,"Biceps, Forearms",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/02981301-Dumbbell-Cross-Body-Hammer-Curl_Forearms_720.gif,False,Stand holding dumbbells
492,Dumbbell Incline Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/03181301-Dumbbell-Incline-Curl_Upper-Arms_720.gif,False,Lie on an incline bench holding dumbbells
493,Dumbbell Incline Inner Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/03221301-Dumbbell-Incline-Inner-Biceps-Curl_Upper-Arms_720.gif,False,Lie on an incline bench holding dumbbells
494,Dumbbell Incline Alternate Hammer Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/12331301-Dumbbell-Incline-Alternate-Hammer-Curl_Upper-Arms_720.gif,False,Lie on an incline bench holding dumbbells
495,Dumbbell Standing Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/04181301-Dumbbell-Standing-Concentration-Curl_Upper-Arms_720.gif,False,Bend forward holding a dumbbell
496,Dumbbell Standing One Arm Reverse Curl,Strength,Arms,"Biceps, Forearms",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/04251301-Dumbbell-Standing-One-Arm-Reverse-Curl_Forearms_720.gif,False,Stand holding a dumbbell with an underhand grip
497,Dumbbell Lying Supine Curl,Strength,Arms,"Biceps, Forearms","Flat Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/03501301-Dumbbell-Lying-Supine-Curl_Forearms_720.gif,False,Lie on your back holding dumbbells
498,Dumbbell Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/02971301-Dumbbell-Concentration-Curl_Upper-Arms_720.gif,False,Sit holding a dumbbell
499,Dumbbell Seated Revers Grip Concentration Curl,Strength,Arms,"Biceps, Forearms",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/04031301-Dumbbell-Seated-Revers-grip-Concentration-Curl_Forearms_720.gif,False,Sit holding a dumbbell with an underhand grip
500,Dumbbell Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03721301-Dumbbell-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench holding a dumbbell
501,Dumbbell One Arm Reverse Preacher Curl,Strength,Arms,"Biceps, Forearms","Scott Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/14141301-Dumbbell-One-Arm-Reverse-Preacher-Curl_Forearms_720.gif,False,Sit at a preacher bench holding a dumbbell with an underhand grip
502,Dumbbell Lying Supine Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Flat Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/16611301-Dumbbell-Lying-Supine-Biceps-Curl_Upper-Arms_720.gif,False,Lie on your back holding dumbbells
503,Dumbbell Cross Body Hammer Curl Version 2 Upper Arms,Strength,Arms,"Biceps, Forearms",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/16571301-Dumbbell-Cross-Body-Hammer-Curl-Version-2_Upper-Arms_720.gif,False,Stand holding dumbbells
504,Dumbbell One Arm Standing Hammer Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/16711301-Dumbbell-One-Arm-Standing-Hammer-Curl_Upper-Arms_720.gif,False,Stand holding a dumbbell with a neutral grip
505,Dumbbell One Arm Standing Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/16701301-Dumbbell-One-Arm-Standing-Curl_Upper-Arms_720.gif,False,Stand holding a dumbbell
506,Dumbbell One Arm Prone Hammer Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/16661301-Dumbbell-One-Arm-Prone-Hammer-Curl_Upper-Arms_720.gif,False,Lie face down on a bench holding a dumbbell with a neutral grip
507,Dumbbell One Arm Reverse Spider Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/16671301-Dumbbell-One-Arm-Reverse-Spider-Curl_Upper-Arms_720.gif,False,Lie face down on an incline bench holding a dumbbell with an underhand grip
508,Dumbbell One Arm Prone Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/16651301-Dumbbell-One-Arm-Prone-Curl_Upper-Arms_720.gif,False,Lie face down on a bench holding a dumbbell
509,Dumbbell High Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Dumbbells,3/3,https://fitcron.com/wp-content/uploads/2021/04/16641301-Dumbbell-High-Curl_Upper-Arms_720.gif,False,Stand holding dumbbells
510,Dumbbell One Arm Hammer Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/16631301-Dumbbell-One-Arm-Hammer-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench holding a dumbbell with a neutral grip
511,Dumbbell Lying Wide Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Flat Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/16621301-Dumbbell-Lying-Wide-Curl_Upper-Arms_720.gif,False,Lie on your back holding dumbbells
512,Dumbbell Incline Alternate Bicep Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/36821301-Dumbbell-Incline-Alternate-Bicep-Curl_Upper-Arms_720.gif,False,Lie on an incline bench holding dumbbells
513,Dumbbell Single Spider Curl With Chest Support Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Dumbbells",1/3,https://fitcron.com/wp-content/uploads/2021/04/39631301-Dumbbell-Single-Spider-Curl-with-Chest-Support_Upper-Arms_720.gif,False,Lie face down on an incline bench holding a dumbbell
514,Ez Barbell Close Grip Curl Upper Arms,Strength,Arms,"Biceps, Forearms",EZ Bar,2/3,https://fitcron.com/wp-content/uploads/2021/04/04461301-EZ-Barbell-Close-grip-Curl_Upper-Arms_720-1.gif,False,Stand holding an EZ bar with a close grip
515,Ez Barbell Reverse Grip Curl,Strength,Arms,"Biceps, Forearms",EZ Bar,2/3,https://fitcron.com/wp-content/uploads/2021/04/04511301-EZ-Barbell-Reverse-Grip-Curl_Forearms_720.gif,False,Stand holding an EZ bar with an underhand grip
516,Ez Barbell Seated Curls Upper Arms,Strength,Arms,"Biceps, Forearms",EZ Bar,1/3,https://fitcron.com/wp-content/uploads/2021/04/14581301-EZ-Barbell-Seated-Curls_Upper-Arms_720.gif,False,Sit holding an EZ bar
517,Ez Barbell Curl Upper Arms,Strength,Arms,"Biceps, Forearms",EZ Bar,1/3,https://fitcron.com/wp-content/uploads/2021/04/04471301-EZ-Barbell-Curl_Upper-Arms_720.gif,False,Stand holding an EZ bar
518,Ez Barbell Spider Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/16281301-EZ-Barbell-Spider-Curl_Upper-Arms_720.gif,False,Lie face down on an incline bench holding an EZ bar
519,Ez Bar Seated Close Grip Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",EZ Bar,2/3,https://fitcron.com/wp-content/uploads/2021/04/16821301-EZ-Bar-Seated-Close-Grip-Concentration-Curl_Upper-Arms_720.gif,False,Sit holding an EZ bar with a close grip
520,Ez Barbell Standing Wide Grip Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",EZ Bar,2/3,https://fitcron.com/wp-content/uploads/2021/04/27411301-EZ-Barbell-Standing-Wide-Grip-Biceps-Curl_Upper-Arms_720.gif,False,Stand holding an EZ bar with a wide grip
521,Overhead Triceps Extension With Bed Sheet Upper Arms,Strength,Arms,"Forearms, Triceps",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/37451301-Overhead-Triceps-Extension-with-Bed-Sheet_Upper-Arms_720.gif,False,Hold a bed sheet anchored above
522,Ez Barbell Spider Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/04541301-EZ-Barbell-Spider-Curl_Upper-Arms_720.gif,False,Lie face down on an incline bench holding an EZ bar
523,Ez Barbell Close Grip Preacher Curl Upper Arms Fix,Strength,Arms,"Biceps, Forearms","Scott Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/16271301-EZ-Barbell-Close-Grip-Preacher-Curl_Upper-Arms-FIX_720.gif,False,Sit at a preacher bench holding an EZ bar with a close grip
524,Ez Barbell Reverse Grip Preacher Curl,Strength,Arms,"Biceps, Forearms","Scott Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/04521301-EZ-Barbell-Reverse-grip-Preacher-Curl_Forearms_720.gif,False,Sit at a preacher bench holding an EZ bar with an underhand grip
525,Ez Barbell Standing Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/29001301-EZ-Barbell-Standing-Preacher-Curl_Upper-Arms_720.gif,False,Stand at a preacher bench holding an EZ bar
526,Barbell Alternate Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/00231301-Barbell-Alternate-Biceps-Curl_Upper-Arms_720.gif,False,Stand holding a barbell
527,Barbell Drag Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/00381301-Barbell-Drag-Curl_Upper-Arms_720.gif,False,Stand holding a barbell
528,Barbell Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/00311301-Barbell-Curl_Upper-Arms_720.gif,False,Stand holding a barbell
529,Barbell Reverse Curl,Strength,Arms,"Biceps, Forearms",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/00801301-Barbell-Reverse-Curl_Forearm_720.gif,False,Stand holding a barbell with an underhand grip
530,Barbell Reverse Preacher Curl,Strength,Arms,"Biceps, Forearms","Scott Bench, Barbell",1/3,https://fitcron.com/wp-content/uploads/2021/04/00811301-Barbell-Reverse-Preacher-Curl_Forearm_720.gif,False,Sit at a preacher bench holding a barbell with an underhand grip
531,Barbell Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Scott Bench, Barbell",1/3,https://fitcron.com/wp-content/uploads/2021/04/00701301-Barbell-Preacher-Curl_Upper-Arms_720.gif,False,Sit at a preacher bench holding a barbell
532,Barbell Standing Close Grip Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/01061301-Barbell-Standing-Close-Grip-Curl_Upper-Arms_720.gif,False,Stand holding a barbell with a close grip
533,Barbell Standing Reverse Grip Curl,Strength,Arms,"Biceps, Forearms",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/01101301-Barbell-Standing-Reverse-Grip-Curl_Forearms_720.gif,False,Stand holding a barbell with an underhand grip
534,Olympic Barbell Hammer Curl,Strength,Arms,"Biceps, Forearms",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/06361301-Olympic-Barbell-Hammer-Curl_Forearms_720.gif,False,Stand holding an Olympic barbell with a neutral grip
535,Barbell Lying Preacher Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/04/00591301-Barbell-Lying-Preacher-Curl_Upper-Arms_720.gif,False,Lie face down on a preacher bench holding a barbell
536,Barbell Prone Incline Curl Upper Arms,Strength,Arms,"Biceps, Forearms","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/04/00721301-Barbell-Prone-Incline-Curl_Upper-Arms_720.gif,False,Lie face down on an incline bench holding a barbell
537,Barbell Seated Close Grip Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/00891301-Barbell-Seated-Close-grip-Concentration-Curl_Upper-Arms_720.gif,False,Sit holding a barbell with a close grip
538,Barbell Standing Wide Grip Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/16291301-Barbell-Standing-Wide-Grip-Biceps-Curl_Upper-Arms_720.gif,False,Stand holding a barbell with a wide grip
539,Barbell Standing Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/24141301-Barbell-Standing-Concentration-Curl_Upper-Arms_720.gif,False,Bend forward holding a barbell
540,Barbell Incline Reverse Grip Spider Curl With Chest Support,Strength,Arms,"Biceps, Forearms","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/04/39881301-Barbell-Incline-Reverse-grip-Spider-Curl-with-Chest-Support_Forearms_720.gif,False,Lie face down on an incline bench holding a barbell with an underhand grip
541,Band Concentration Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/09761301-Band-concentration-curl_Upper-Arms_720.gif,False,Sit with a resistance band anchored low
542,Band One Arm Overhead Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/09861301-Band-one-arm-overhead-biceps-curl_Upper-Arms_720.gif,False,Stand with a resistance band anchored high
543,Biceps Curl With Bed Sheet Upper Arms,Strength,Arms,"Biceps, Forearms",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/37481301-Biceps-Curl-with-Bed-Sheet_Upper-Arms_720.gif,False,Hold a bed sheet anchored low
544,Band Alternating Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/09681301-Band-alternating-biceps-curl_Upper-Arms_720.gif,False,Stand on a resistance band
545,Band Biceps Curl Upper Arms,Strength,Arms,"Biceps, Forearms",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/40631301-Band-Biceps-Curl_Upper-Arms_720.gif,False,Stand on a resistance band
546,Band Overhead Triceps Extension Male Upper Arms,Strength,Arms,"Forearms, Triceps",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/39391301-Band-overhead-triceps-extension-male_Upper-Arms_720.gif,False,Stand with a resistance band anchored high
547,Band Skull Crusher Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, Resistance Bands",1/3,https://fitcron.com/wp-content/uploads/2021/04/15041301-Band-Skull-Crusher_Upper-Arms_720.gif,False,Lie on your back with a resistance band anchored above
548,Band Pushdown Male Upper Arms,Strength,Arms,"Forearms, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/04/15021301-Band-Pushdown-Male_Upper-Arms_720.gif,False,Stand with a resistance band anchored high
549,Band Side Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/04/09981301-Band-side-triceps-extension_Upper-Arms_720.gif,False,Stand sideways to a resistance band anchored high
550,Dumbbell Incline Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03301301-Dumbbell-Incline-Triceps-Extension_Upper-Arms_720.gif,False,Lie on an incline bench holding dumbbells
551,Dumbbell Neutral Grip Bench Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03521301-Dumbbell-Neutral-Grip-Bench-Press_Upper-Arms_720.gif,False,Lie on a bench holding dumbbells with a neutral grip
552,Dumbbell Lying One Arm Pronated Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03441301-Dumbbell-Lying-One-Arm-Pronated-Triceps-Extension_Upper-Arms_720.gif,False,Lie on a bench holding a dumbbell
553,Dumbbell Tate Press,Strength,Arms,"Forearms, Triceps","Flat Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/04361301-Dumbbell-Tate-Press_Triceps_720.gif,False,Lie on a bench holding dumbbells above chest
